Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Site/Internet,Age/Site,Income/Site,Length/Site,Length/Age,Income/Length,Clicked on Ad
0.24926658621507689,-0.11490498195284214,0.5096910898540215,1.7340300019975894,-1.0562070212668357,-0.37171231049170816,0.02973834510555452,-0.3033109788246839,-0.04443296071300991,0.24428841964253062,0.0
0.9611322737197785,-0.5704252275538019,1.0025302119699457,0.3138053765940897,0.41432250234494084,-0.81594950439911,-0.1256724099891581,-0.646126426225205,0.37041209468297653,0.6256461388687107,0.0
0.28208308953976147,-1.1398255345550017,0.356948588998457,1.2875890454562777,-0.8073978576820585,-0.860389170395664,-0.09890632456134725,-0.4639184067107345,0.8138833360282343,0.3417443632930773,0.0
0.5774316194619252,-0.7981853503542817,-0.014455635722976201,1.5015798867999692,-0.728029934899902,-0.7986894319556962,-0.5306840450523453,-0.2742478424574826,0.9631230194183689,-0.41775222396234174,0.0
0.21266356327600547,-0.11490498195284214,1.4088675079187118,1.0387306868329433,-0.7125151742624117,-0.3559318882963079,0.6835583216998599,-0.6442423982672157,-0.5172343106128474,1.6752992729256182,0.0
-0.31618700953333856,-1.4814657187557214,0.3551302614086313,1.0651661901299274,-1.1035819667181,-0.8269135105058735,0.38304678295599665,-0.1864082246986637,1.2012958133709104,0.45845961043103994,0.0
1.5089154446010553,-0.342665104753322,-0.08555761444357406,0.6463001982346076,0.542945570956797,-0.8717508699307067,-1.0049379150942985,-1.2956233185955193,-0.6519110587661349,0.7399797387113091,0.0
0.06309603850773013,1.365535816250277,-2.267813253534868,-1.099354588445562,1.2964308654107128,0.4332405948026005,-1.8333912383503446,-0.9435290981768764,-1.6046774153824745,-1.3135505580246594,1.0
0.6014129103530408,-0.6843052889540419,1.033866156878276,0.9459785330236962,-0.37355676776244073,-0.7568278203918525,0.12626588178320822,-0.7512474059785219,0.05012730926695768,1.1797819117755841,0.0
0.30795764023807043,-1.8231059029564411,0.04790598982897385,0.08705256814150862,0.07013319856401319,-1.1830810497201685,-0.32761979318824913,-0.33576123487507314,2.3668539237761625,-0.11303977249064737,0.0
-1.0955789634946032,1.479415877650517,-0.6986532264101314,-1.3213216592323092,0.1744600863670507,1.5372813629018198,0.24680166241270146,0.3721996541428567,-1.2331906404611734,-0.33958663195517547,1.0
1.1403608688007487,0.11285514084763774,0.5587001646099737,1.1592856975579835,-0.13643895176693926,-0.5996729004134824,-0.4839661614287135,-0.06299238305290839,0.7657185415477933,-0.5993720896716285,0.0
0.2883939555637389,1.365535816250277,-0.25082778081443635,-1.524145779355723,2.455131937260057,0.29647843668015234,-0.5196514695501864,-0.11181364294199397,-0.7083248561973653,-0.5858263476907911,1.0
0.9163251249495352,-1.3675856573554814,-0.2431673859518048,0.7800729606081396,-0.02090421994573349,-1.1258920589762431,-0.8451701748876316,-0.7517813748139135,1.1533304590332456,-0.15164694288334382,0.0
-1.391558580019164,-0.342665104753322,-1.7917761346771826,-0.830441710079687,-0.7521947516445838,0.5837169652868346,-0.5943625578432428,0.5970903853029231,-0.351037472466238,-1.2283596993835117,1.0
-0.09783104510370487,-1.4814657187557214,-0.21015705817261296,-0.8969862528617513,0.7911221391041038,-0.9035288759155061,-0.23463633856121485,-0.09195276076446032,1.6329840024098925,-0.3127283341046595,1.0
-0.6064868466363197,0.11285514084763774,-2.316774595327019,-1.152909271848935,0.5562091326816906,0.2159974294165756,-1.6218118933936352,0.2936093920039565,-0.21821940283835548,-1.9428238829359263,1.0
1.0747278621513796,0.5683753864485975,1.231441843984694,0.1716006002378982,0.651706858396189,-0.40028519187087946,-0.059215239047371394,-1.1743453556724,-1.1607054160862853,2.072637189349873,0.0
-0.6500318222017668,-0.0010249205526021983,-1.7834571740795977,-1.4040465531702857,0.9016141096031599,0.17988193682601628,-1.137777712354075,1.2358708560521325,0.7855960757778168,-1.937899321735922,1.0
0.6045683433650295,0.45449532504835755,-2.3253620538459887,-1.0138949872699663,1.7986490773413109,-0.26645645229712994,-2.022540162939679,-1.017786384265789,-1.1082359979876448,-1.5264540514021552,1.0
0.7711752063980448,-0.6843052889540419,0.7310847800699843,1.0127509680755618,-0.2964492015289579,-0.8082126649391712,-0.17500662134505907,-0.37234187224448595,0.8223695141033596,0.11236968206876137,0.0
1.2362860323652127,-0.11490498195284214,0.37407502724503544,1.0606083447338952,0.0015386426319907516,-0.7156453742436883,-0.6360312663555172,-0.8125890722515636,-0.13899323069297748,0.244307097330088,0.0
-1.4836972239692408,1.8210560618512368,-1.6679911346430116,-0.3457148522117078,-1.234200329093433,2.3609532267875446,-0.3619677391768809,1.6680093727874883,-0.9045677241846377,-1.5935106024605095,1.0
1.4066794150126147,-0.0010249205526021983,0.49438819999018385,0.6820792845934569,0.432172067653904,-0.720563646510509,-0.6483477502610961,-0.8156092774630669,-0.1337398823607571,0.2324470805236167,0.0
